full_text,sentiment,confidence,full_text_length
enak kalo suruh liput tunjuk seni akika  akkoh  akuwh  alay norak alow halo ambilin ambil ancur hancur anjrit anjing anter  ap2 apa apasih sih apes sial aps  aq  aquwh  asbun bunyi aseekk asyik asekk asyik asem asam aspal asli palsu astul tulis ato  au ah tidak awak  ay sayang ayank sayang b4   bandes bantu desa bangedh banget banpol bantu polisi banpur bantu tempur basbang basi bcanda canda bdg bandung begajulan nakal beliin belikan bencong banci bentar sebentar ber3 tiga resin beres bete bosan beud banget bg abang bgmn  bgt banget bijimane  bintal bimbing mental bkl  bknnya  blegug bodoh blh  bln  blum  bnci benci bnran  bodor lucu bokap ayah boker buang air bokis bohong boljug  bonek bocah nekat boyeh  br  brg bareng bro saudara laki bru  bs  bsen bosan bt  btw ngomong-ngomong buaya tidak setia bubbu tidur bubu tidur bumil hamil bw bawa bwt  byk  byrin bayar cabal sabar cadas keren calo makelar can  capcus pergi caper cari perhati ce cewek cekal cegah tangkal cemen takut cengengesan tertawa cepet cepat cew cewek chuyunk sayang cimeng ganja cipika cipiki cium pipi kanan cium pipi kiri ciyh sih ckepp cakep ckp cakep cmiiw correct me if i m wrong cmpur campur cong banci conlok cinta lokasi cowwyy maaf cp  cpe capek cppe capek cucok cocok cuex cuek cumi miscall cups culun curanmor curi kendara motor curcol curah hati colong cwek cewek cyin cinta d  dah deh dapet  de adik dek adik demen suka deyh deh dgn  diancurin hancur dimaafin maaf mintak  sono  dket  dkk kawan dll lain dlu  dngn  dodol bodoh doku uang dongs  dpt  dri  drmn darimana drtd  dst  dtg  duh aduh duren durian ed edisi egp emang gue pikirin eke  elu  emang memang emng  endak tidak  tidak envy iri ex mantan fax facsimile fifo first in first out folbek follow back fyi informasi gaada tidak uang gag tidak gaje tidak gak papa tidak apa gan juragan gaptek gagap teknologi gatek gagap teknologi gawe kerja gbs tidak gebetan orang suka geje tidak gepeng gelandang emis ghiy  gile gila gimana  gino gigi nongol githu gitu gj tidak gmana  gn  goblok bodoh golput golong putih gowes kayuh sepeda gpny tidak gr gede gretongan gratis gtau tidak gua  guoblok goblok gw  ha tertawa haha tertawa hallow halo hankam tahan aman hehe he helo halo hey hai hlm halaman hny  hoax isu bohong hr  hrus  hubdar hubung darat huff keluh hum rumah humz rumah ilang hilang ilfil tidak suka imho in my humble opinion imoetz imut item hitam itungan hitung iye iya ja  jadiin  jaim jaga image jayus tidak lucu jdi  jem jam jga  jgnkan  jir anjing jln jalan jomblo tidak pacar jubir juru bicara jutek galak k  kab kabupaten kabor kabur kacrut kacau kadiv kepala divisi kagak tidak kalo  kampret sial kamtibmas aman tertib masyarakat kamuwh  kanwil kantor wilayah karna  kasubbag kepala subbagian katrok kampung kaya kayak kbr kabar kdu  kec camat kejurnas juara nasional kekeuh keras kepala kel lurah kemaren kemarin ken  kepingin  kepsek kepala sekolah kesbang satu bangsa kesra sejahtera rakyat ketrima terima kgiatan giat kibul bohong kimpoi kawin kl  klianz  kloter kelompok terbang klw  km  kmps kampus kmrn kemarin knal kenal knp  kodya kota madya komdis komisi disiplin komsov komunis sovyet kongkow kumpul bareng teman kopdar kopi darat korup korupsi kpn  krenz keren krm kirim kt  ktmu ketemu ktr kantor per gaul kw imitasi kyk  la  lam salam lamp lampir lanud landas udara latgab latih gabung lebay  leh  lelet lambat lot lambat lgi  lgsg langsung liat lihat litbang teliti kembang lmyn lumayan lo  loe  lola lambat berfikir louph cinta low  lp lupa luber langsung  bebas rahasia luchuw lucu lum  luthu lucu lwn lawan maacih terima kasih mabal bolos macem  macih  maem makan magabut makan gaji buta maho homo mak jang kaget maksain paksa malem malam mam makan maneh  maniez manis mao  masukin masuk melu  mepet  mgu minggu migas minyak gas bumi mikol minum alkohol miras minum keras mlah  mngkn  mo  mokad mati moso  mpe  msk masuk mslh  mt makan teman mubes musyawarah mulu melulu mumpung selagi munas musyawarah nasional muntaber muntah berak musti mesti muupz maaf mw now watching n  nanam tanam nanya  napa  napi narapidana napza narkotika alkohol psikotropika zat adiktif narkoba narkotika psikotropika obat larang nasgor nasi goreng nda tidak ndiri  ne  nekolin neokolonialisme nembak cinta ngabuburit tunggu buka puasa ngaku aku ngambil ambil nganggur tidak kerja ngapah  ngaret lambat ngasih  ngebandel buat bandel ngegosip gosip ngeklaim klaim ngeksis eks ngeles kilah ngelidur menggigau ngerampok rampok ngga tidak ngibul bohong ngiler  ngiri iri ngisiin isi ngmng bicara ngomong bicara ngubek2 cari ngurus urus nie  nih  niyh nih nmr nomor nntn nonton nobar nonton bareng np now playing ntar  ntn nonton numpuk tumpuk nutupin tutup nyari cari nyekar sekar nyicil cicil nyoblos coblos nyokap  ogah tidak ol online ongkir ongkos kirim oot out of topic org2 orang ortu orang tua otda otonomi daerah otw on the way jalan pacal pacar pake pakai pala kepala pansus panitia khusus parpol partai politik pasutri pasang suami istri pd  pede percaya pelatnas pusat latih nasional pemda perintah daerah pemkot perintah kota pemred pimpin redaksi jas didik jasmani perda atur daerah perhatiin perhati sen pesan pgang pegang pi  pilkada pilih kepala daerah pis  pk jahat kelamin plg  pmrnth perintah polantas polisi lintas ponpes pondok pesantren pp pulang pergi prg pergi prnh  psen pesan pst  pswt pesawat pw posisi nyaman qmu  rakor rapat koordinasi ranmor kendara motor re reply ref referensi rehab rehabilitasi rempong sulit repp balas restik reserse narkotika rhs rahasia rmh rumah ru  ruko rumah toko rusunawa rumah susun sewa ruz  saia  salting salah tingkah sampe  samsek  sapose  satpam satu aman sbb  sbh  sbnrny  scr  sdgkn  sdkt  se7 setuju sebelas belas  sembako sembilan bahan pokok sempet  sendratari seni drama tari sgt  shg  siech sih sikon situasi kondisi sinetron sinema elektronik siramin siram sj  skalian  sklh sekolah skt sakit slesai selesai sll  slma  slsai selesai smpt  smw  sndiri  soljum sholat jumat songong sombong sory maaf sosek sosial-ekonomi sotoy sok spa  sppa  spt  srtfkt sertifikat stiap  stlh  suk masuk sumpek sempit syg sayang t4  tajir kaya tau  taw  td  tdk tidak teh kakak perempuan telat lambat telmi telat pikir temen teman tengil sebal tepar kapar tggu tunggu tgu tunggu thankz terima kasih thn  tilang bukti langgar tipiwan tvone tks terima kasih tlp telepon tls tulis tmbah  tmen2 teman tmpah tumpah tmpt  tngu tunggu tnyta  tokai tai toserba toko serba tpi  trdhulu  trima terima kasih trm terima trs  trutama  ts tulis tst  ttg  tuch tuh tuir tua tw  u  ud  udah  ujg ujung ul ulang unyu lucu uplot unggah urang   utk  valas valuta asing w  wadir wakil direktur wamil wajib militer warkop warung kopi warteg warung tegal wat  wkt  wtf what the fuck xixixi tertawa ya iya yap iya yaudah ya yawdah ya yg  yl  yo iya yowes ya yup iya 7an tuju ababil abg labil acc accord adlah  adoh aduh aha tertawa aing  aja  ajj  aka kenal akko  akku  akyu  aljasa  ama  ambl ambil anjir anjing ank anak ap   ape  aplot unggah apva  aqu  asap  aseek asyik asek asyik aseknya asyik asoy asyik astrojim astagfirullahaladzim ath  atuh  ava avatar aws awas ayang sayang ayok ayo bacot bicara bales balas bangdes bangun desa bangkot tua banpres bantu presiden bansarkas bantu sarana sehat bazis badan amal zakat infak sedekah bcoz  beb sayang bejibun  bom  bener  ber2 dua berdikari diri kaki bet banget beti beda tipis beut banget bgd banget bgs bagus bhubu tidur bimbuluh bimbing suluh bis kalau bkn bukan bl beli blg bilang blm  bls balas bnchi benci bngung bingung bnyk  bohay badan aduhai bokep porno bokin pacar bole  bolot bodoh bonyok ayah bpk  brb  brngkt berangkat brp  brur saudara laki bsa  bsk besok bu bu tidur bubarin bubar buber buka bujubune  buser buru sergap bwhn bawah byar bayar byr bayar c8 chat cabut pergi caem cakep cama-cama  cangcut celana cape capek caur jelek cekak tidak uang cekidot coba lihat cemplungin cemplung ceper pendek ceu kakak perempuan cewe cewek cibuk sibuk cin cinta ciye cie ckck ck clbk cinta semi cmpr campur cnenk senang congor mulut cow cowok coz  cpa  gokil gila gombal suka rayu gpl tidak pakai gpp tidak apa gretong gratis gt  gtw tidak gue  guys teman gws cepat sembuh haghaghag tertawa hakhak tertawa handak bahan ledak hansip tahan sipil hellow halo helow halo hi hai hlng hilang hnya  houm rumah hrs  hubad hubung angkat darat hubla hubung laut huft keluh humas hubung masyarakat idk tidak ilfeel tidak suka imba jago imoet imut info informasi itung hitung isengin canda iyala iya iyo iya jablay jarang belai jadul jaman jancuk anjing jd  jdikan jadi jg  jgn jangan jijay jijik jkt jakarta jnj janji jth jatuh jurdil jujur adil jwb  ka kakak kabag kepala kaci kasihan kadit kepala direktorat kaga tidak kaka kakak kamtib aman tertib kamuh  kamyu  kapt kapten kasat kepala satu kasubbid kepala subbidang kau  kbar kabar kcian kasihan keburu lanjur dubes duta kek  kek kayak liat  keneh  pikir pikir kepo urus orang kere tidak uang kesi kasihan tau tahu keukeuh keras kepala khan  kibus kaki busuk kk kakak klian  klo  kluarga keluarga klwrga keluarga kmari kemari kmpus kampus kn  knl kenal knpa  kog  kompi komputer komtiong komunis tiongkok konjen konsulat jenderal koq  kpd  kptsan putus krik garing krn  ktauan tahu ktny  kudu  kuq  ky  kykny kaya laka celaka lambreta lambat lansia usia lapas lembaga masyarakat lbur libur lekong laki lg  lgkp lengkap lht lihat linmas lindung masyarakat lmyan lumayan lngkp lengkap loch loh lol tertawa lom  loupz cinta lowh  lu  luchu lucu luff cinta luph cinta lw  lwt  maaciw terima kasih mabes markas macem-macem macam madesu suram maen main mahatma maju sehat mak  makasih terima kasih  malu2in malu mamz makan manies manis mantep mantap markus makelar mba mbak mending  mgkn  mhn mohon miker minum keras mil mailing list mksd maksud mls malas mnt  moge motor gede mokat mati mosok  msh  mskpn  msng2  muahal mahal muker musyawarah kerja mumet pusing muna munafik munaslub musyawarah nasional musda musyawarah daerah muup maaf muuv maaf nal kenal nang menangis naon  napol narapidana politik naq anak narsis bangga nax anak ndak tidak ndut gendut nekolim neokolonialisme nelfon telepon ngabis2in habis ngakak tertawa ngambek marah ngampus pergi kampus ngantri antri ngapain  ngaruh pengaruh ngawur bicara sembarang ngeceng kumpul bareng ngeh sadar ngekos tinggal kos ngelamar lamar ngeliat  ngemeng bicara terus ngerti erti nggak tidak ngikut  nginep inap ngisi isi ngmg bicara ngocol lucu ngomongin bicara ngumpul kumpul ni  nyasar sesat nyariin cari nyiapin  nyiram siram nyok ayo o  ok ok priksa periksa pro profesional psn pesan psti  puanas panas qmo  qt  rame ramai raskin rakyat miskin red redaksi reg register rejeki rezeki renstra rencana strategis reskrim reserse kriminal sni  somse sombong sorry maaf sosbud sosial-budaya sospol sosial-politik sowry maaf spd sepeda sprti  spy  stelah  subbag subbagian sumbangin sumbang sy  syp  tabanas tabung bangun nasional tar  taun  tawh  tdi  te2p  tekor rugi telkom telekomunikasi telp telepon temen2 teman tengok jenguk terbitin terbit tgl tanggal thanks terima kasih thd  thx terima kasih tipi tv tkg tukang tll  tlpn telepon tman teman tmbh  tmn2 teman tmph tumpah tnda tanda tnh tanah togel toto gelap tp  tq terima kasih trgntg gantung trims terima kasih cb coba y ya munfik munafik reklamuk reklamasi sma  tren trend ngehe kesal mz mas analisise analisis sadaar sadar sept september nmenarik tarik zonk bodoh rights  simiskin miskin ngumpet sembunyi hardcore keras akhirx  solve solusi watuk batuk ngebully intimidasi masy masyarakat still  tauk  mbual bual tioghoa tionghoa ngentotin senggama kentot senggama faktakta fakta sohib teman rubahnn rubah trlalu  nyela cela heters benci nyembah sembah most  ikon lambang light terang pndukung dukung setting atur ting akting next  waspada waspada gantengsaya ganteng parte partai nyerang serang nipu tipu ktipu tipu jentelmen berani buangbuang buang tsangka sangka kurng  ista nista less  koar teriak paranoid takut problem  tahi kotor tirani tiran tilep tilap happy bahagia  tidak tertib tertib uasai kuasa mnolak tolak trending trend taik tahi wkwkkw tertawa ahokncc ahok istaa nista benarjujur jujur mgkin  ngajak ikut nonton n dapat naturalisasi sungai ala anies timnas indonesia piala aff seru banget,positive,99.59%,231
frustrasi naturalisasi timnas indonesia jajak plan z,negative,92.58%,66
naturalisasi pemain gagal timnas indonesia,negative,98.29%,56
naturalisasi dengar dunia timnas indonesia,neutral,93.71%,70
naturalisasi nyata pemain sepak bola asing pemain timnas indonesia,neutral,84.56%,85
pemain timnas indonesia naturalisasi sungai ya kudu normalisasi,neutral,62.83%,85
naturalisasi sungai bang sungai jadi warga negara indonesia biar main timnas pssi ampe skarang naturalisasi wujud tidak dikerjain bacot gedein taon jemur kasur,negative,95.93%,209
bantu jelasin ya naturalisasi sungai ambil seleksi sungai air nya negeri wna angkat warga negara indonesiawni sprt pemain timnas,negative,50.33%,199
gagal naturalisasi sungai jakarta banding lurus gagal pemain naturalisasi timnas indonesia,neutral,56.21%,112
malaysia coret striker naturalisasi kabar timnas indonesia,neutral,99.32%,69
pemain turun bela indonesia lu ketar tir protes naturalisasi pemain tidak darah indonesia usia atas main timnas sepak penalti tidak lawan malaysia,negative,99.55%,211
asing pemain tidak darah indonesia naturalisasi ud byk teriak plg kenceng pemain kualitas eropa liga,negative,99.75%,205
benerin jangan dikit naturalisasi bakat indonesia kochi naturalisasi wni pasport indo iya emil milih italy karirnya level eropa bukan timnas,negative,90.21%,223
pssi gerak cepat rampung proses naturalisasi pemain turun timnas indonesia karier negeri baca lengkap,neutral,98.79%,151
pemain naturalisasi kuat timnas indonesia februari,neutral,99.52%,64
bukan piala aff pemain naturalisasi bela timnas indonesia babak tiga kualifikasi piala asia,neutral,99.59%,106
pssi nanti komitmen kandidat pemain naturalisasi bela timnas indonesia,neutral,99.37%,82
solusi simplenya latih timnas pake gaya main klub terap gaya main kompetisi indonesia tuju biar mudah latih timnas racik team problem timnas selesai klub bukan naturalisasi,positive,77.85%,269
daftar pemain naturalisasi indonesia tidak guna timnas,neutral,83.14%,72
naturalisasi lecut pemain indonesia berkarir eropa tidak langsung standar masuk timnas tingkat kalo indonesia gaji gede follower ya influencer jangan pemain timnas,negative,95.41%,243
video half time show pemain naturalisasi solusi timnas indonesia kutu spesialis juara piala aff,neutral,99.64%,115
ramai kabar naturalisasi pemain untuktimnas indonesiamencuat jelangpiala aff latih timnas indonesia shin tae yong aju rencana pssi,neutral,99.53%,174
edi bahasa media media nulis ya sila bela timnas indonesia rugi wkwkwk udahinimah media ntizen ngebet shin taeyong tidak pasu emil rencana projeknya,negative,99.33%,248
pemain naturalisasi eropa harap semangat pemain muda lndonesia tingkat standar main main klub eropa timnas prestasi bangga cinta sepakbola indonesia,positive,98.03%,228
wni duyun duyun main liga indonesia manfaat klub ambil jatah pemain lokal eropa maaf rendah dapat timnas program naturalisasi,negative,98.98%,246
kali dengar program naturalisasi pemain eropa turun indonesia salah sekian juta duduk indonesia antusias dengar salah dongkrak prestasi timnas instan pikir,positive,95.90%,274
calon pemain naturalisasi posisi bek nasib bek lokal timnas indonesia,neutral,99.39%,85
kiper sampdoria kait naturalisasi ayah emil audero rugi pilih timnas indonesia,neutral,87.46%,88
jelang tanding timnas indonesia piala asia wanita tidak berita kait tc latih tanding turnamen siap naturalisasi pemain apa kait timnas wanita tidak,negative,94.66%,210
timnas indonesia italia upaya naturalisasi pemain klik link baca,neutral,99.73%,100
gin ayah bilang gitu kompetisi indonesia stuck pssi milih naturalisasi banding baik kompetisi saing asia emil timnas karir dieropa pudar main negara kuat sepakbolanya,negative,96.69%,277
daftar pemain naturalisasi bela timnas indonesia,neutral,99.58%,73
bicara opsi lini indonesia talenta bagus ttp naturalisasi tuu iyaa kelas emil sih jgn cuman skrg pribadi liat timnas rada deg kiper pasca kurnia meigatanpa damping talenta kiper,negative,53.56%,281
kabar baru pssi kait pemain calon naturalisasi timnas indonesia,neutral,99.71%,74
daftar lengkap pemain naturalisasi gelintir sumbangsih timnas indonesia,neutral,98.77%,93
proses pemain naturalisasi sukses bukan tidak pemain turun indonesia main top tier liga eropa tarik kuat timnas indonesia nama sprti ragnar oeratmangoen amp emil mulyadi,positive,90.00%,220
pssi pro kontra naturalisasi pemain turun timnas indonesia,neutral,99.71%,68
pemain naturalisasi main timnas indonesia,neutral,99.32%,68
kabar baru pemain calon naturalisasi timnas indonesia sandy walsh oke,neutral,96.34%,86
reaksi warganet indonesia kait rencana naturalisasi tambah timnas indonesia bawa asa otomatis senyum senyum,negative,68.60%,132
kabar baru pemain calon naturalisasi timnas indonesia eropa sandy walsh mees hilgers tokcer,neutral,99.35%,101
naturalisasi angkat prestasi timnas indonesia ketua kali ya pemain main,negative,98.84%,135
bukan barang tidak pemain naturalisasi bawa timnas juara henti naturalisasi kecuali pemain turun indonesia main ln,negative,73.80%,157
marc klok pssi kian hati hati naturalisasi federasi incar pemain turun timnas indonesia,neutral,97.96%,153
pemain naturalisasi gagal sinar timnas indonesia,neutral,70.00%,64
pemain naturalisasi gagal sinar timnas indonesia top skor a league,neutral,98.64%,81
pemain naturalisasi belanda timnas indonesia lilipaly baik,positive,67.15%,64
foto pemain naturalisasi belanda timnas indonesia lilipaly baik,neutral,76.29%,69
piala aff mah pemain naturalisasi liga mumpuni dipanggilin pemain muda kalah bilang alam timnas negara laen maen juara indonesia cari alam kmren lawan aghanistan tidak juara aff,negative,76.15%,290
langkah naturalisasi minta latih timnas indonesia shin tae yong,neutral,99.71%,97
timnas indonesia pssi proses naturalisasi pemain turun,neutral,99.66%,63
usia fakta tarik mees hilgers calon pemain naturalisasi timnas indonesia piala aff,neutral,98.58%,128
ngebut naturalisasi bek eropa kevin diks modal paksa striker timnas indonesia,neutral,99.57%,95
kapok marc klok ulang naturalisasi pemain timnas indonesia hati hati,neutral,80.77%,88
shin tae yong pemain barcelona timnas indonesia menpora janji turun tangan via,neutral,99.72%,95
pemain naturalisasi kontribusi mimin timnas indonesia via,neutral,98.96%,70
fakta tarik mees hilgers calon pemain naturalisasi timnas indonesia piala aff,neutral,99.03%,97
pemain naturalisasi bukan jamin pilih utama timnas indonesia cicip laga,neutral,72.49%,106
pemain naturalisasi kontribusi mimin timnas indonesia,neutral,89.31%,66
informasi sandy walsh usia mees hilgers kevin diks umur jordi usia,neutral,99.65%,137
pemain naturalisasi melempem timnas indonesia cicip laga,negative,49.95%,80
bener mah naturalisasi asal panggil timnas belgia radja nainggolan harap panggil timnas indonesia panggil timnas tidak naturalisasi karna kandung orang indonesia pssi tidak,negative,98.19%,270
yunus nus pssi asal naturalisasi pemain timnas indonesia,neutral,99.51%,79
arnold van der vin pemain sepak bola naturalisasi timnas indonesia,neutral,99.54%,74
syarat menpora naturalisasi pemain eropa timnas indonesia bukan turun abal abal usia uzur,negative,67.69%,114
janji bantu naturalisasi pemain timnas indonesia menpora syarat utama,neutral,99.66%,74
pssi rencana laku naturalisasi pemain turun kuat timnas indonesia piala dunia u timnas milik pemain naturalisasi talk amat bola rais adnan streaming,neutral,99.42%,201
zainudin amal ketat naturalisasi syarat bukti turun langsung main timnas indonesia amal cepat proses,neutral,93.15%,166
kalah juara tahan vietnam timnas indonesia malaysia pemain naturalisasi ajang piala aff baca lengkap,neutral,89.94%,153
pemain naturalisasi timnas indonesia tak lolos piala dunia,neutral,95.45%,99
timnas indonesia potensi juara piala aff kuat pemain pemain naturalisasi kelas dunia,neutral,89.12%,102
kualitas pemain naturalisasi kelas timnas indonesia cipta sejarah piala aff,positive,82.69%,95
maaf mohon lihat betapa sulit tampil piala duniasemoga sepakbola indonesia berbenahnaturalisasi half blood salah solusi timnas seganiamppemain liga lokal motivasi masuk timnas,positive,86.14%,239
next timnas indonesia baik naturalisasi main liga eropa jangan liga lokal,negative,59.96%,94
lini timnas indonesia melempem rencana naturalisasi shin tae yong salah arah,neutral,65.10%,82
susun pemain malaysia serius banget aff kali pemain naturalisasi bawa main eropa moga pssi urus pemain rekomendasiin shin tae yong gabung timnas indonesia,positive,91.23%,241
pemain bola sandy wals ezra jordy darah indonesia hak bela timnas tidak pantes naturalisasi paham anti naturalisasi kek beda kalo ngomongin beto gonzales ego michiel,negative,78.26%,243
lu uji coba tanding pemain liga lokal lawan pemain naturalisasi maen liga hasil liat tidak timnas indonesia isi pemain turun karna pemain liga lokal latih passing timnas,negative,61.90%,250
baca tarik dinah marijanan malu belanda indonesia tambah insight naturalisasi turun malu belanda timnas,neutral,61.02%,162
syarat mudah pemain asing bri liga layak status naturalisasi timnas indonesia,neutral,56.34%,106
senang timnas isi pemain turun naturalisasi hebat prestasi sepakbola indonesia tidak maju kejar popularitas tidak jalan visi misi,negative,93.01%,198
