full_text,sentiment,confidence
shin tae yong hanya panggil pemain naturalisasi ke timnas indonesia,neutral,99.60%
shin tae yong hanya panggil dua pemain naturalisasi ke pemusatan latihan timnas indonesia via,neutral,99.82%
potensial ini sob layak dinaturalisasi tidak ini menurut kamu pemain blackburn rovers u joseph ferguson simatupang mengaku siap membela timnas indonesia,neutral,52.29%
posisi tidak aman satu lawan timnas indonesia di sisa kualifikasi piala dunia naturalisasi pemain asing,neutral,96.35%
posisi tidak aman satu lawan timnas indonesia di sisa kualifikasi piala dunia naturalisasi pemain asing,neutral,96.35%
posisi tidak aman satu lawan timnas indonesia di sisa kualifikasi piala dunia naturalisasi pemain asing,neutral,96.35%
sah jadi warga negara liridon krasniqi pemain naturalisasi baru timnas malaysia,neutral,99.56%
eks timnas albania u liridon krasniqi resmi jadi pemain naturalisasi baru malaysia,neutral,99.55%
salah satu dimana liga kita sangat kompetitif jadi saksi bagaimana persik bermain sangat padu lihat yang cetak gol urawa red pemain timnas jepang kita pemain timnas indonesia budi dan cg el loco belum naturalisasi sih kangen tidak bol,positive,98.64%
bro bergabunglah ke club indonesia biar bisa di naturalisasi dan segera bergabung dengan timnas indonesia,neutral,95.40%
deretan kabar top news kali ini terdapat berita tentang shin tae yong yang diminta urus timnas indonesia senior hingga gelandang eropa berdarah semarang ingin naturalisasi,neutral,99.48%
marc klok sudah mengajukan diri untuk menjadi warga negara indonesia sejauh mana proses naturalisasi pemain asal belanda itu via,neutral,99.66%
marc klok sudah mengajukan diri untuk menjadi warga negara indonesia sejauh mana proses naturalisasi pemain asal belanda itu,neutral,99.38%
naturalisasi itu pemain asing main di timnas indonesia,neutral,99.45%
pogo szczecin bek naturalisasi timnas kita otvio dutra pernah main di klub ini lalu beberapa tahun sempat kembali ke brasil sampai pertama kali main di indonesia bersama persebaya di liga primer indonesia besutan arifin panigoro dkk,neutral,97.79%
udah gitu jelas timnas isinya kumpulan pemain lokal terbaik satu indonesia featuring calon naturalisasi yang digadang bakalan buat timnas makin sip ternyata sama saja wkwk,negative,55.94%
calon pemain naturalisasi timnas indonesia tampil dahsyat,positive,55.64%
dear kementrian pupr saya akan menjelaskan naturalisasi sungai yang sulit dijelaskan jadi naturalisasi sungai adalah sungai yang ada di luar negeri misal di republik kongo menjadi sungai di indonesia lalu setelahnya main di timnas hehehe,positive,56.27%
naturalisasi tetapi tidak ada gunanya buat timnas buat apa indonesia udah over penduduk,negative,99.54%
gw taunya naturalisasi sih rekrut org keturunan indonesia yang idup di luar negeri buat main di timnas kitawkwkwkcontohnya atau wkwkwk,negative,87.69%
yang paling enak kalo disuruh liputan pertunjukan seni adalah ak bisa sekalian ngajak kamu buat ikutan nonton n minta pendapat kamu tentang naturalisasi sungai ala pak anies untuk timnas indonesia di piala aff seru banget pasti kan,positive,99.59%
mulai frustrasi dengan naturalisasi timnas indonesia jajaki plan z,negative,92.58%
yang jelas naturalisasi pemain gagal di timnas indonesia,negative,98.29%
jauh sebelumnya naturalisasi hanya terdengar di dunia timnas indonesia,neutral,93.71%
naturalisasi yang nyata sekarang pemain sepak bola asing jadi pemain timnas indonesia,neutral,84.56%
kalau pemain timnas indonesia itu perlu naturalisasi kalau sungai ya kudu normalisasi,neutral,62.83%
naturalisasi sungai itu bang sungai yang di jadikan warga negara indonesia biar bisa main di timnas pssi ampe skarang naturalisasi itu wujudnya tidak pernah dikerjain bacot saja di gedein tiap taon jemur kasur,negative,95.93%
saya bantu jelasin ya naturalisasi sungai itu ialah diambil dan diseleksi sungai yang kecil atau air nya dari luar negeri wna lalu di angkat dulu jadi warga negara indonesiawni sprt pemain timnas itu,negative,50.33%
gagalnya naturalisasi sungai di jakarta berbanding lurus dengan gagalnya pemain naturalisasi di timnas indonesia,neutral,56.21%
malaysia coret striker naturalisasi kabar baik untuk timnas indonesia,neutral,99.32%
malaysia coret striker naturalisasi kabar baik untuk timnas indonesia,neutral,99.32%
pemain keturunan bela indonesia kenapa lu ketar ketir itu protes naturalisasi pemain tidak ada darah indonesia sama sekali bahkan usia keatas lagi main di timnas sepak penalti saja tidak bisa saat lawan malaysia,negative,99.55%
asing itu ketika pemain yang tidak ada darah indonesia sedikit pun tetapi di naturalisasi ud byk kasus seperti itu tapi kenapa teriak plg kenceng sekarang pemain itu kualitas eropa yang jauh dari liga kita,negative,99.75%
benerin dari bawah dulu jangan dikit naturalisasi banyak yang berbakat di indonesia kochi kalau naturalisasi apakah harus jadi wni dan pasport indo kalau iya jelas emil milih italy untuk karirnya di level eropa bukan timnas,negative,90.21%
pssi terus bergerak cepat guna merampungkan proses naturalisasi empat pemain keturunan timnas indonesia yang berkarier di luar negeri baca selengkapnya,neutral,98.79%
pemain naturalisasi bakal perkuat timnas indonesia pada februari,neutral,99.52%
bukan di piala aff pemain naturalisasi siap bela timnas indonesia pada babak ketiga kualifikasi piala asia,neutral,99.59%
pssi nantikan komitmen kandidat pemain naturalisasi dalam membela timnas indonesia,neutral,99.37%
solusi simplenya pelatih timnas mau pake gaya bermain seperti apa dan semua klub harus menerapkan gaya bermain tersebut di kompetisi indonesia tujuannya biar memudahkan pelatih timnas dalam meracik team problem di timnas harus diselesaikan di klub bukan di naturalisasi,positive,77.85%
daftar pemain naturalisasi di indonesia tidak semua berguna untuk timnas,neutral,83.14%
naturalisasi harusnya menjadi pelecut pemain indonesia untuk berkarir di eropa karena secara tidak langsung standar masuk timnas akan terus meningkat kalo cuma di indonesia gaji gede follower banyak ya jadi influencer saja jangan pemain timnas,negative,95.41%
bukan di piala aff pemain naturalisasi siap bela timnas indonesia pada babak ketiga kualifikasi piala asia,neutral,99.59%
video half time show pemain naturalisasi solusi timnas indonesia akhiri kutukan spesialis nyaris juara di piala aff,neutral,99.64%
pssi nantikan komitmen kandidat pemain naturalisasi dalam membela timnas indonesia,neutral,99.37%
ramai kabar naturalisasi pemain untuktimnas indonesiamencuat jelangpiala aff pelatih timnas indonesia shin tae yong menjadi pihak yang mengajukan rencana tersebut kepada pssi,neutral,99.53%
edi itu kan bahasanya media di sini media sini mau nulis apa saja ya silakan enggak lah bela timnas indonesia terlalu rugi wkwkwk udahinimah media saja sama ntizen yang ngebet lagian shin taeyong juga tidak memasukan emil ke dalam rencana projeknya,negative,99.33%
pemain naturalisasi eropa diharapkan jadi penyemangat pemain muda lndonesia untuk meningkatkan standarisasi permainannya harus bisa main diklub eropa demi timnas yang berprestasi dan membanggakan para pecinta sepakbola indonesia,positive,98.03%
begitu mereka jadi wni tak berapa lama kemudian mereka berduyun duyun main diliga indonesia seolah dimanfaatkan klub buat ambil jatah pemain lokal rasa eropa maaf bukannya merendahkan terus apa yang didapatkan timnas dari program naturalisasi ini,negative,98.98%
dulu pertama kali dengar ada program naturalisasi pemain eropa keturunan indonesia mungkin saya salah satu dari sekian juta penduduk indonesia yang sangat antusias mendengarnya inilah salah satu cara buat mendongkrak prestasi timnas secara instan itu yang ada dipikiran saya,positive,95.90%
calon pemain naturalisasi berposisi bek bagaimana nasib bek lokal di timnas indonesia,neutral,99.39%
kiper sampdoria dikaitkan naturalisasi ayah emil audero rugi jika pilih timnas indonesia,neutral,87.46%
hari menjelang pertandingan pertama timnas indonesia di piala asia wanita tidak ada berita terkait tc latih tanding turnamen persiapan naturalisasi pemain atau apapun terkait timnas wanita apa ini tidak penting,negative,94.66%
calon pemain naturalisasi berposisi bek bagaimana nasib bek lokal di timnas indonesia,neutral,99.39%
mirip timnas indonesia italia juga tengah berupaya naturalisasi beberapa pemain klik link untuk baca,neutral,99.73%
gini ayahnya bilang gitu karena kompetisi di indonesia stuck pssi lebih milih naturalisasi dibanding perbaiki kompetisi agar bisa bersaing di asia kalau emil ikut timnas karir dia dieropa bakalan ikut pudar paling bisa main tetapi di negara yang kurang begitu kuat sepakbolanya,negative,96.69%
daftar pemain naturalisasi ada yang belum sekalipun bela timnas indonesia,neutral,99.58%
nah tapi kalau bicara soal banyak opsi lini lain juga indonesia punya talenta bagus tapi ttp saja naturalisasi tuu iyaa kalau buat sekelas emil sih jgn cuman masa skrg malah aku pribadi liat di timnas rada deg di kiper justru pasca kurnia meigatanpa kedampingkan talenta kiper kita,negative,53.56%
kabar terbaru dari pssi terkait pemain calon naturalisasi timnas indonesia,neutral,99.71%
daftar lengkap pemain naturalisasi hanya segelintir yang punya sumbangsih di timnas indonesia,neutral,98.77%
kalau proses pemain naturalisasi sukses bukan tidak mungkin pemain keturunan indonesia yang main di top tier liga eropa akan tertarik juga untuk memperkuat timnas indonesia nama sprti ragnar oeratmangoen amp emil mulyadi,positive,90.00%
pssi jawab pro kontra naturalisasi pemain keturunan timnas indonesia,neutral,99.71%
pemain naturalisasi yang belum pernah bermain untuk timnas indonesia,neutral,99.32%
kabar terbaru dari para pemain calon naturalisasi timnas indonesia sandy walsh oke nih,neutral,96.34%
kabar terbaru dari para pemain calon naturalisasi timnas indonesia sandy walsh oke nih,neutral,96.34%
reaksi warganet indonesia terkait rencana naturalisasi tambahan timnas indonesia ada yang bikin baper dan auto senyum senyum sendiri,negative,68.60%
kabar terbaru dari para pemain calon naturalisasi timnas indonesia sandy walsh oke nih,neutral,96.34%
kabar terbaru pemain calon naturalisasi timnas indonesia di eropa sandy walsh dan mees hilgers tokcer,neutral,99.35%
sudah banyak yang di naturalisasi tetapi tetap belum bisa mengangkat prestasi timnas indonesia mungkin ketuaan kali ya pemain pemainnya,negative,98.84%
bukan barang baru yang tidak pernah pemain naturalisasi membawa timnas menjadi juara hentikan naturalisasi kecuali pemain keturunan indonesia yang main di ln,negative,73.80%
kasus marc klok membuat pssi kian berhati hati melakukan naturalisasi saat ini federasi kembali mengincar beberapa pemain keturunan buat timnas indonesia,neutral,97.96%
kasus marc klok membuat pssi kian berhati hati melakukan naturalisasi saat ini federasi kembali mengincar beberapa pemain keturunan buat timnas indonesia,neutral,97.96%
pemain naturalisasi yang gagal bersinar bersama timnas indonesia,neutral,70.00%
pemain naturalisasi yang gagal bersinar di timnas indonesia ada top skor a league,neutral,98.64%
pemain naturalisasi belanda di timnas indonesia lilipaly terbaik,positive,67.15%
foto pemain naturalisasi belanda di timnas indonesia lilipaly terbaik,neutral,76.29%
buat piala aff mah pemain naturalisasi yang di liga juga sudah mumpuni tapi yang dipanggilin malah pemain muda entah klo kalah di bilangnya buat pengalaman timnas negara laen maen untuk jadi juara tapi indonesia baru cari pengalaman apalagi kmren lawan aghanistan tidak meyakinkan juara aff,negative,76.15%
langkah naturalisasi ini atas permintaan pelatih timnas indonesia shin tae yong siapa saja mereka,neutral,99.71%
demi timnas indonesia pssi proses naturalisasi pemain keturunan,neutral,99.66%
masih berusia tahun berikut fakta menarik mees hilgers yang merupakan calon pemain naturalisasi timnas indonesia untuk piala aff,neutral,98.58%
ngebut naturalisasi bek eropa kevin diks punya modal jika dipaksa jadi striker timnas indonesia,neutral,99.57%
kapok kasus marc klok terulang naturalisasi pemain timnas indonesia kini lebih hati hati,neutral,80.77%
kapok kasus marc klok terulang naturalisasi pemain timnas indonesia kini lebih hati hati,neutral,80.77%
shin tae yong inginkan pemain asal barcelona di timnas indonesia menpora janji turun tangan via,neutral,99.72%
pemain naturalisasi dengan kontribusi mimin untuk timnas indonesia via,neutral,98.96%
fakta menarik mees hilgers calon pemain naturalisasi timnas indonesia untuk piala aff masih tahun,neutral,99.03%
pemain naturalisasi bukan jaminan jadi pilihan utama di timnas indonesia bahkan ada yang hanya cicipi laga,neutral,72.49%
pemain naturalisasi dengan kontribusi mimin untuk timnas indonesia,neutral,89.31%
pemain naturalisasi dengan kontribusi mimin untuk timnas indonesia,neutral,89.31%
sekadar informasi sandy walsh kini berusia tahun mees hilgers masih tahun sedangkan kevin diks berumur sementara jordi amat berusia tahun,neutral,99.65%
pemain naturalisasi yang melempem di timnas indonesia ada yang hanya cicipi laga,negative,49.95%
bener ini mah naturalisasi asalan dulu sebelum dipanggil timnas belgia radja nainggolan sempat berharap di panggil timnas indonesia dan kalau saja saat itu di panggil timnas dia tidak perlu naturalisasi karna bapak kandungnya orang indonesia tapi pssi tidak mau saat itu,negative,98.19%
yunus nusi pssi tak akan asal asalan naturalisasi pemain untuk timnas indonesia,neutral,99.51%
arnold van der vin pemain sepak bola naturalisasi pertama timnas indonesia,neutral,99.54%
syarat menpora untuk naturalisasi pemain eropa buat timnas indonesia bukan keturunan abal abal dan usia belum uzur,negative,67.69%
janji bantu naturalisasi pemain timnas indonesia menpora beri syarat utama,neutral,99.66%
janji bantu naturalisasi pemain timnas indonesia menpora beri syarat utama,neutral,99.66%
pssi berencana lakukan naturalisasi pemain keturunan agar dapat memperkuat timnas indonesia di piala dunia u seberapa penting timnas memiliki pemain naturalisasi talk pengamat bola rais adnan streaming,neutral,99.42%
zainudin amali memperketat naturalisasi dengan syarat bukti keturunannya jelas dan bisa langsung main untuk timnas indonesia dan amali juga akan mempercepat prosesnya,neutral,93.15%
demi bisa mengalahkan juara bertahan vietnam timnas indonesia dan malaysia sama sama menggunakan pemain naturalisasi di ajang piala aff baca selengkapnya,neutral,89.94%
pemain naturalisasi sebut timnas indonesia takkan lolos ke piala dunia hingga tahun ke depan kenapa,neutral,95.45%
timnas indonesia berpotensi juara piala aff karena diperkuat pemain pemain naturalisasi berkelas dunia,neutral,89.12%
kualitas pemain naturalisasi jauh lebih berkelas timnas indonesia ciptakan sejarah di piala aff,positive,82.69%
